Volume Identifier,Access,Rights,U Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title (Marc 245,Imprint (MARC 260 a+b),Rights determination reason code,Date last update,Govt document,Pub date,Pub place,Language,Format
uc1.b2925850,deny,in-copyright,6227972,1953,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1953,France,French,Serial
uc1.b2925851,deny,in-copyright,6227972,1954,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1954,France,French,Serial
uc1.b2925852,deny,in-copyright,6227972,1955,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1955,France,French,Serial
uc1.b2925853,deny,in-copyright,6227972,1956,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1956,France,French,Serial
uc1.b2925854,deny,in-copyright,6227972,1957,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1957,France,French,Serial
uc1.b2925855,deny,in-copyright,6227972,1958,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1958,France,French,Serial
uc1.b2925856,deny,in-copyright,6227972,1959,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1959,France,French,Serial
uc1.b2925857,deny,in-copyright,6227972,1960,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1960,France,French,Serial
uc1.b2925858,deny,in-copyright,6227972,1961,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1961,France,French,Serial
uc1.b2925859,deny,in-copyright,6227972,1962,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1962,France,French,Serial
uc1.b2925860,deny,in-copyright,6227972,1963,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1963,France,French,Serial
uc1.b2925861,deny,in-copyright,6227972,1964,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1964,France,French,Serial
uc1.b2925862,deny,in-copyright,6227972,1965,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1965,France,French,Serial
uc1.b2925863,deny,in-copyright,6227972,1966,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1966,France,French,Serial
uc1.b2925864,deny,in-copyright,6227972,1967,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1967,France,French,Serial
uc1.b2925865,deny,in-copyright,6227972,1968,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1968,France,French,Serial
uc1.b2925866,deny,in-copyright,6227972,1969,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1969,France,French,Serial
uc1.b2926415,allow,public domain only when viewed in the US,6227972,1906,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1906,France,French,Serial
uc1.b2886457,allow,public domain,6227972,1800,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/14/2011 20:31,0,1800,France,French,Serial
uc1.b4370855,allow,public domain only when viewed in the US,6227974,no.1-100 (lacks 10),University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,10/29/2009 23:30,0,1891,Germany,German,Serial
uc1.b4370856,allow,public domain only when viewed in the US,6227974,no.101-150,University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,10/28/2009 22:30,0,1891,Germany,German,Serial
uc1.b4370857,allow,public domain only when viewed in the US,6227974,no.151-196,University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,10/31/2009 22:30,0,1891,Germany,German,Serial
uc1.b4370858,allow,public domain only when viewed in the US,6227974,no.197-242,University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,10/28/2009 22:30,0,1891,Germany,German,Serial
uc1.b4370859,allow,public domain only when viewed in the US,6227974,no.243-285,University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,12/5/2011 19:31,0,1891,Germany,German,Serial
uc1.b4370860,allow,public domain only when viewed in the US,6227974,no.286-335,University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,10/28/2009 23:30,0,1891,Germany,German,Serial
uc1.b4522539,allow,public domain only when viewed in the US,6227974,Index no.1-335,University of California,"GLAD184657986-S,.b157361317",31859367,,,,Circular zum Berliner astronomischen Jahrbuch.,"[A.W. Schade's Buchdruckerei], 1873-1891.",bibliographically-derived by automatic processes,5/8/2010 21:30,0,1891,Germany,German,Serial
uc1.b4370925,allow,public domain only when viewed in the US,6227977,1907,University of California,GLAD147490-S,9407544,,,,Annuario astronómico.,"Osservatorio Astonómico di Trieste,",bibliographically-derived by automatic processes,10/29/2009 0:30,0,1907,Italy,Italian,Serial
uc1.b4370926,allow,public domain only when viewed in the US,6227977,1908-13,University of California,GLAD147490-S,9407544,,,,Annuario astronómico.,"Osservatorio Astonómico di Trieste,",bibliographically-derived by automatic processes,5/13/2010 16:36,0,1913,Italy,Italian,Serial
uc1.b4370927,allow,public domain only when viewed in the US,6227977,1914-19,University of California,GLAD147490-S,9407544,,,,Annuario astronómico.,"Osservatorio Astonómico di Trieste,",bibliographically-derived by automatic processes,9/17/2010 20:33,0,1919,Italy,Italian,Serial
uc1.b4370928,deny,in-copyright,6227977,1923-26,University of California,GLAD147490-S,9407544,,,,Annuario astronómico.,"Osservatorio Astonómico di Trieste,",bibliographically-derived by automatic processes,8/5/2009 22:30,0,1926,Italy,Italian,Serial
uc1.b4371868,allow,public domain,6228330,,University of California,GLAD17089646-B,4212250,,,,Pioneer Venus.,"National Aeronautics and Space Administration, Ames Research Center, [1978?]",bibliographically-derived by automatic processes,8/5/2009 23:30,1,1978,California,English,Book
uiug.30112053901499,allow,public domain,6228330,,University of Illinois,4496087,4212250,,,,Pioneer Venus.,"National Aeronautics and Space Administration, Ames Research Center, [1978?]",bibliographically-derived by automatic processes,4/5/2012 19:31,1,1978,California,English,Book
uc1.b4394505,allow,public domain only when viewed in the US,6232672,v.5-6,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,Google viewability set at VIEW_FULL,6/23/2010 11:32,0,1964,Estonia,Russian,Serial
uc1.b4394506,deny,undetermined copyright status,6232672,v.25,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,9/3/2010 20:33,0,1964,Estonia,Russian,Serial
uc1.b4394507,deny,undetermined copyright status,6232672,v.26,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,12/7/2009 21:30,0,1964,Estonia,Russian,Serial
uc1.b4394508,deny,undetermined copyright status,6232672,v.27,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,12/14/2009 1:30,0,1964,Estonia,Russian,Serial
uc1.b4394509,deny,undetermined copyright status,6232672,v.28,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,12/13/2009 22:30,0,1964,Estonia,Russian,Serial
uc1.b4394510,deny,undetermined copyright status,6232672,v.29,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,9/3/2010 20:33,0,1964,Estonia,Russian,Serial
uc1.b4394511,deny,undetermined copyright status,6232672,v.30,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,9/3/2010 20:33,0,1964,Estonia,Russian,Serial
uc1.b4394512,deny,undetermined copyright status,6232672,v.32,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,9/3/2010 20:33,0,1964,Estonia,Russian,Serial
uc1.b4394513,deny,undetermined copyright status,6232672,v.33,University of California,GLAD16891845-S,175309034,,,46043925//r,Tartu Astronoomia Observatooriumi publikatsioonid. Publikatsii Tartuskoĭ astronomicheskoĭ observatorii.,1817-1964.,bibliographically-derived by automatic processes,9/3/2010 20:31,0,1964,Estonia,Russian,Serial
uc1.b4399189,allow,public domain,6233518,,University of California,GLAD117730557-B,3549406,,,00004435//r87,"Essays in astronomy, by Ball, Harkness, Herschel, Huggins, Laplace, Mitchel, Proctor, Schiaparelli, and others, with a critical introduction by Edward Singleton Holden ...","D. Appleton & company, 1900.",bibliographically-derived by automatic processes,9/3/2010 20:31,0,1900,New York (State),English,Book
uc2.ark:/13960/t2g738k62,allow,public domain,6233518,,University of California,.b146083726,3549406,,,00004435//r87,"Essays in astronomy, by Ball, Harkness, Herschel, Huggins, Laplace, Mitchel, Proctor, Schiaparelli, and others, with a critical introduction by Edward Singleton Holden ...","D. Appleton & company, 1900.",bibliographically-derived by automatic processes,2/14/2011 19:30,0,1900,New York (State),English,Book
uc1.b4399307,allow,public domain,6233554,,University of California,GLAD117730359-B,14208137,,,,Astronomy : a popular handbook / by Harold Jacoby.,"Macmillan Co., 1915, c1913.",bibliographically-derived by automatic processes,9/3/2010 19:31,0,1915,New York (State),English,Book
uc2.ark:/13960/t6930qm4z,allow,public domain,6233554,,University of California,.b146081808,14208137,,,,Astronomy : a popular handbook / by Harold Jacoby.,"Macmillan Co., 1915, c1913.",bibliographically-derived by automatic processes,2/8/2011 19:30,0,1915,New York (State),English,Book
uc1.b4447966,allow,public domain,6241657,1884/85-1903/04,University of California,GLAD163035-S,33911140,,,,Report for the year.,,bibliographically-derived by automatic processes,8/23/2010 19:30,0,1903,Connecticut,English,Serial
uc1.b4447986,allow,public domain only when viewed in the US,6241658,v.2,University of California,GLAD33667792-S,5620553,,,58054336,Corrections des signaux horaires.,Gauthier-Villars.,bibliographically-derived by automatic processes,5/13/2010 16:36,0,1921,France,French,Serial
uc1.b4499893,allow,public domain only when viewed in the US,6249767,,University of California,GLAD151125142-B,19761355,,,,Die Vorstellung vom Weltgebäude im Wandel der Zeiten.,"Akademische Verlagsgesellschaft, 1908.",bibliographically-derived by automatic processes,9/14/2010 19:30,0,1908,Germany,German,Book
uc1.b4499899,allow,public domain only when viewed in the US,6249769,,University of California,GLAD151124990-B,29546698,,,,De la nébuleuse à l'homme. Hypothèse cosmogonique et nouvelles théories sur la naissance et l'évolution de la vie terrestre.,"É. Privat, F. Alcan, 1920.",bibliographically-derived by automatic processes,5/13/2010 16:36,0,1920,France,French,Book
nyp.33433090899984,allow,public domain only when viewed in the US,6249769,,New York Public Library,.b137433608,29546698,,,,De la nébuleuse à l'homme. Hypothèse cosmogonique et nouvelles théories sur la naissance et l'évolution de la vie terrestre.,"É. Privat, F. Alcan, 1920.",bibliographically-derived by automatic processes,4/18/2013 19:25,0,1920,France,French,Book
uc1.b4501611,allow,public domain,6250708,,University of California,GLAD50511957-B,25610697,,,,"Determination of the constant of refraction from observations made with the Repsold meridian circle of the Lick observatory, by Russell Tracy Crawford. Issued May 16, 1903.","The Academy, 1903]",bibliographically-derived by automatic processes,10/22/2010 20:30,0,1903,California,English,Book
