Volume Identifier,Access,Rights,U Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title (Marc 245,Imprint (MARC 260 a+b),Rights determination reason code,Date last update,Govt document,Pub date,Pub place,Language,Format
uc1.32106016155324,allow,public domain only when viewed in the US,8442074,"Apr. 10, 1884",University of California,.b15242444,13403581,,,,"Astronomical observations / Headquarters, Battalion of Engineers, Willets Point, New York Harbor.",s.n..,bibliographically-derived by automatic processes,8/5/2010 19:31,0,1884,"No place, unknown, or undetermined",English,Serial
uc1.32106020708688,allow,public domain only when viewed in the US,8442075,1899/1902,University of California,.b15242456,13432059,,,,Report of the Director of the Yerkes Observatory for the period ...,University of Chicago?.,bibliographically-derived by automatic processes,8/5/2010 20:34,0,1902,"No place, unknown, or undetermined",English,Serial
uc1.32106009338713,allow,public domain only when viewed in the US,8442081,v.15-16,University of California,.b15240174,5577669,,,8034398,Annales de l'Observatoire astronomique de Zo-se (Chine),Imp. de la Mission Catholique a l'Orphelinat de Tou-se-we 1907-.,bibliographically-derived by automatic processes,8/5/2010 21:30,0,1907,"No place, unknown, or undetermined",French,Serial
uc1.32106012600554,allow,public domain only when viewed in the US,8442081,v.6-10 1912,University of California,.b15240174,5577669,,,8034398,Annales de l'Observatoire astronomique de Zo-se (Chine),Imp. de la Mission Catholique a l'Orphelinat de Tou-se-we 1907-.,bibliographically-derived by automatic processes,8/5/2010 21:30,0,1912,"No place, unknown, or undetermined",French,Serial
uc1.32106020709538,allow,public domain only when viewed in the US,8442083,v.1-2 1897-99,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 20:34,0,1899,Switzerland,English,Serial
uc1.32106020709546,allow,public domain only when viewed in the US,8442083,v.3-4 1902-1909,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 19:31,0,1909,Switzerland,English,Serial
uc1.32106020709553,deny,in-copyright,8442083,v.5-6 1913-35,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 19:31,0,1935,Switzerland,English,Serial
uc1.32106020709561,deny,in-copyright,8442083,v.7 1938-43,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 19:31,0,1943,Switzerland,English,Serial
uc1.32106020709579,deny,in-copyright,8442083,v.8-9 1944-51,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1951,Switzerland,English,Serial
uc1.32106020709587,deny,in-copyright,8442083,v.10-11 1952-61,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1961,Switzerland,English,Serial
uc1.32106020709595,deny,in-copyright,8442083,v.12 1962-66,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1966,Switzerland,English,Serial
uc1.32106020709603,deny,in-copyright,8442083,v.13 1966-70,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1970,Switzerland,English,Serial
uc1.32106020709611,deny,in-copyright,8442083,v.14 1971-75,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1975,Switzerland,English,Serial
uc1.32106020709629,deny,in-copyright,8442083,v.15:1 1976,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1976,Switzerland,English,Serial
uc1.32106020709637,deny,in-copyright,8442083,v.15:2 1976,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 20:34,0,1976,Switzerland,English,Serial
uc1.32106020709645,deny,in-copyright,8442083,v.15:3 1976,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 21:31,0,1976,Switzerland,English,Serial
uc1.32106020709652,deny,in-copyright,8442083,v.15:3 1976,University of California,.b15240204,9193403,,,86644910,Publikationen der Eidgenössischen Sternwarte in Zürich,"Schulthess, 1935-",bibliographically-derived by automatic processes,8/5/2010 20:33,0,1976,Switzerland,English,Serial
uc1.32106002358171,allow,public domain only when viewed in the US,8442115,,University of California,.b16190786,26748969,,,,Neue Methoden zur Untersuchung der Objektive nebst Bemerkungen uber die Beurteilung ihrer Gute.,1922,bibliographically-derived by automatic processes,8/5/2010 20:34,0,1922,"No place, unknown, or undetermined",German,Book
uc1.32106011291926,deny,undetermined copyright status,8442150,"v.1 1878,1885-86",University of California,.b16715548,254697474,,,,Progress of astronomy.,n.d.],bibliographically-derived by automatic processes,11/3/2012 4:30,0,,"No place, unknown, or undetermined",English,Book
uc1.32106011956809,allow,public domain only when viewed in the US,8442150,v.3 1879-1884,University of California,.b16715548,254697474,,,,Progress of astronomy.,n.d.],Google viewability set at VIEW_FULL,11/29/2012 1:02,0,,"No place, unknown, or undetermined",English,Book
uc1.32106016819325,allow,public domain only when viewed in the US,8442150,"v.2 1879,1885-1892",University of California,.b16715548,254697474,,,,Progress of astronomy.,n.d.],Google viewability set at VIEW_FULL,11/29/2012 1:02,0,,"No place, unknown, or undetermined",English,Book
uc1.32106002349154,allow,public domain,8442157,,University of California,.b1618628x,436882528,,,,A brief history of astronomy in California,"Century History Co., 1913?",bibliographically-derived by automatic processes,8/5/2010 20:34,0,1913,New York (State),English,Book
uc1.32106002349204,allow,public domain only when viewed in the US,8442158,,University of California,.b16199947,254459954,,,,"Great astronomers, by Sir Robert S. Ball. With numerous illustrations.","I. Pitman, 1920, c1906.",Google viewability set at VIEW_FULL,8/1/2011 14:08,0,9999,"No place, unknown, or undetermined",English,Book
uc1.32106006182437,deny,undetermined copyright status,8442159,v.2,University of California,.b16715603,254697484,,,,Various biographies.,n.d.],bibliographically-derived by automatic processes,11/3/2012 4:30,0,,"No place, unknown, or undetermined",English,Book
uc1.32106007196683,deny,undetermined copyright status,8442159,v.1,University of California,.b16715603,254697484,,,,Various biographies.,n.d.],bibliographically-derived by automatic processes,11/3/2012 4:31,0,,"No place, unknown, or undetermined",English,Book
uc1.32106007197038,allow,public domain only when viewed in the US,8442159,v.3,University of California,.b16715603,254697484,,,,Various biographies.,n.d.],Google viewability set at VIEW_FULL,11/29/2012 1:02,0,,"No place, unknown, or undetermined",English,Book
uc1.32106019322806,allow,public domain only when viewed in the US,8442171,,University of California,.b16717168,254697840,,,,Pamphlets about Charles A. Young.,1910?,bibliographically-derived by automatic processes,8/6/2010 20:33,0,1910,"No place, unknown, or undetermined",English,Book
uc1.32106002351119,allow,public domain only when viewed in the US,8442179,,University of California,.b16450917,39998817,,,,"Astronomy; a handy manual for students and others, by F. W. Dyson.",,bibliographically-derived by automatic processes,2/1/2013 4:42,0,1910,"No place, unknown, or undetermined",English,Book
uc1.32106008340694,allow,public domain only when viewed in the US,8442181,v.1,University of California,.b16183927,10989858,,,,"Outlines of astronomy, by Sir John F.W. Herschel.","P.F. Collier & Son, 1905-",Google viewability set at VIEW_FULL,8/1/2011 14:08,0,1905,"No place, unknown, or undetermined",English,Book
uc1.32106008340702,allow,public domain only when viewed in the US,8442181,v.2,University of California,.b16183927,10989858,,,,"Outlines of astronomy, by Sir John F.W. Herschel.","P.F. Collier & Son, 1905-",bibliographically-derived by automatic processes,2/1/2013 4:38,0,1905,"No place, unknown, or undetermined",English,Book
uc1.32106020665789,allow,public domain only when viewed in the US,8442195,1996-92,University of California,.b1510963x,5828931,,,9003282,Stern-Ephemeriden auf das Jahr ... zur Bestimmung von Zeit und Azimut mittelst des tragbaren Durchgangsinstruments im Verticale des Polarsterns / von W. Döllen,"Buchdr. der K. Akademie der Wissenschaften, 18",Google viewability set at VIEW_FULL,8/1/2011 14:08,0,1996,Russia (Federation),German,Serial
nyp.33433090907233,allow,public domain only when viewed in the US,8442195,1890,New York Public Library,.b153649410,5828931,,,9003282,Stern-Ephemeriden auf das Jahr ... zur Bestimmung von Zeit und Azimut mittelst des tragbaren Durchgangsinstruments im Verticale des Polarsterns / von W. Döllen,"Buchdr. der K. Akademie der Wissenschaften, 18",bibliographically-derived by automatic processes,4/18/2013 19:25,0,1890,Russia (Federation),German,Serial
nyp.33433090907274,allow,public domain only when viewed in the US,8442195,1893,New York Public Library,.b153649410,5828931,,,9003282,Stern-Ephemeriden auf das Jahr ... zur Bestimmung von Zeit und Azimut mittelst des tragbaren Durchgangsinstruments im Verticale des Polarsterns / von W. Döllen,"Buchdr. der K. Akademie der Wissenschaften, 18",bibliographically-derived by automatic processes,4/18/2013 19:25,0,1893,Russia (Federation),German,Serial
uc1.32106020666209,allow,public domain only when viewed in the US,8442199,1905-06,University of California,.b15127746,244007512,,,19000465,Extracts from narrative reports.,,bibliographically-derived by automatic processes,8/5/2010 20:34,0,1906,"No place, unknown, or undetermined",English,Serial
uc1.32106020666217,allow,public domain only when viewed in the US,8442199,1906-07,University of California,.b15127746,244007512,,,19000465,Extracts from narrative reports.,,bibliographically-derived by automatic processes,8/5/2010 20:33,0,1907,"No place, unknown, or undetermined",English,Serial
uc1.32106020666225,allow,public domain only when viewed in the US,8442199,1907-08,University of California,.b15127746,244007512,,,19000465,Extracts from narrative reports.,,bibliographically-derived by automatic processes,8/5/2010 20:34,0,1908,"No place, unknown, or undetermined",English,Serial
uc1.32106020666258,allow,public domain only when viewed in the US,8442199,1903-04,University of California,.b15127746,244007512,,,19000465,Extracts from narrative reports.,,bibliographically-derived by automatic processes,8/5/2010 21:31,0,1904,"No place, unknown, or undetermined",English,Serial
uc1.32106020666266,allow,public domain only when viewed in the US,8442199,1902-03,University of California,.b15127746,244007512,,,19000465,Extracts from narrative reports.,,bibliographically-derived by automatic processes,8/5/2010 20:34,0,1903,"No place, unknown, or undetermined",English,Serial
uc1.32106002360599,allow,public domain only when viewed in the US,8442201,,University of California,.b16308840,6882222,,,9017423,"Ergebnisse einer untersuchung über veränderungen von höhenunterschieden auf dem Telegraphenberge bei Potsdam,","P. Stankiewicz, 1904.",bibliographically-derived by automatic processes,8/5/2010 20:33,0,1904,Germany,German,Book
uc1.32106002360607,allow,public domain only when viewed in the US,8442202,,University of California,.b16308864,6750662,,,6009529,"Relative bestimmungen der intensität der schwerkraft auf den stationen Bukarest, Tiglina bei Galatz, Wien, Charlottenburg und Pulkowa im anschlusz an Potsdam.","P. Stankiewicz' buchdruckerei, 1905.",bibliographically-derived by automatic processes,8/5/2010 20:34,0,1905,Germany,German,Book
uc1.32106020666167,allow,public domain only when viewed in the US,8442205,v.1-4 1871-76,University of California,.b15086082,213806167,,,,Astronomisch-geodatischen Arbeiten des K. und K. Militar-geographischen Institutes in Wien.,Druck der K.-K. Hof- und Staatsdruckerei 1871.,bibliographically-derived by automatic processes,8/5/2010 20:34,0,1876,"No place, unknown, or undetermined",English,Serial
uc1.32106020666175,allow,public domain only when viewed in the US,8442205,v.5-6 1895,University of California,.b15086082,213806167,,,,Astronomisch-geodatischen Arbeiten des K. und K. Militar-geographischen Institutes in Wien.,Druck der K.-K. Hof- und Staatsdruckerei 1871.,bibliographically-derived by automatic processes,8/5/2010 21:31,0,1895,"No place, unknown, or undetermined",English,Serial
uc1.32106002362470,allow,public domain only when viewed in the US,8442222,,University of California,.b15375924,11974036,,,9019446,Tablas para el cálculo de conjunciones geocéntricas de los satélites de Júpiter,"Sección tipográfica del observatorio, 1908.",bibliographically-derived by automatic processes,8/5/2010 20:34,0,1908,"No place, unknown, or undetermined",Spanish,Book
uc1.32106020666753,allow,public domain only when viewed in the US,8442223,pt.1,University of California,.b1620248x,11517373,,,,"Tables du mouvement Keplerien, par M.F. Boquet.",L'Observatoire d'Abbadia 1920.,bibliographically-derived by automatic processes,8/5/2010 19:31,0,1920,"No place, unknown, or undetermined",French,Book
uc1.32106007191288,allow,public domain only when viewed in the US,8442224,v.1,University of California,.b10298915,11979233,,,,Observations des surfaces planetaires ...,"Gauthier-Villars, 1908-1913.",bibliographically-derived by automatic processes,8/5/2010 21:30,0,1908,"No place, unknown, or undetermined",French,Book
uc1.32106002362645,allow,public domain only when viewed in the US,8442226,,University of California,.b17293704,4761510,,,,"The tides and kindred phenomena in the solar system : the substance of lectures delivered in 1897 at the Lowell Institute, Boston, Mass. / by George Howard Darwin","John Murray, 1911",bibliographically-derived by automatic processes,8/5/2010 20:34,0,1911,England,English,Book
uc1.32106008884717,allow,Creative Commons Attribution-NonCommercial-ShareAlike license,8442280,,University of California,.b13867970,254079610,,,a 65007808,Astronomy.,1966,contractual agreement with copyright holder on file,6/29/2012 18:34,0,1966,"No place, unknown, or undetermined",English,Book
uc1.32106018113867,allow,Creative Commons Attribution-NonCommercial-ShareAlike license,8442280,V.5,University of California,.b13867970,254079610,,,a 65007808,Astronomy.,1966,contractual agreement with copyright holder on file,6/29/2012 18:34,0,1966,"No place, unknown, or undetermined",English,Book
uc1.32106018171410,allow,Creative Commons Attribution-NonCommercial-ShareAlike license,8442280,v.2 1966,University of California,.b13867970,254079610,,,a 65007808,Astronomy.,1966,contractual agreement with copyright holder on file,6/29/2012 18:34,0,1966,"No place, unknown, or undetermined",English,Book
uc1.32106018171428,allow,Creative Commons Attribution-NonCommercial-ShareAlike license,8442280,v.4 1966,University of California,.b13867970,254079610,,,a 65007808,Astronomy.,1966,contractual agreement with copyright holder on file,6/29/2012 18:34,0,1966,"No place, unknown, or undetermined",English,Book
uc1.32106018171659,allow,Creative Commons Attribution-NonCommercial-ShareAlike license,8442280,v.1 1966,University of California,.b13867970,254079610,,,a 65007808,Astronomy.,1966,contractual agreement with copyright holder on file,6/29/2012 18:34,0,1966,"No place, unknown, or undetermined",English,Book
uc1.32106020475577,allow,Creative Commons Attribution-NonCommercial-ShareAlike license,8442280,v.6,University of California,.b13867970,254079610,,,a 65007808,Astronomy.,1966,contractual agreement with copyright holder on file,6/29/2012 18:34,0,1966,"No place, unknown, or undetermined",English,Book
uc1.32106002354980,allow,public domain,8442293,,University of California,.b14094101,5100741,,,79100184,"Astronomical sciences / presented by Directorate for Astronomical, Atmospheric, Earth, and Ocean Sciences, Division of Astronomical Sciences ; prepared by Office of Planning and Resources Management, Division of Strategic Planning and Analysis, Program Review Office.","National Science Foundation : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1978.",bibliographically-derived by automatic processes,8/6/2010 20:31,1,1978,District of Columbia,English,Book
uc1.32106002355201,allow,public domain only when viewed in the US,8442300,,University of California,.b16715688,254696961,,,,The stars and how to identify them.,"Epworth Press, 1919.",bibliographically-derived by automatic processes,8/5/2010 19:31,0,1919,"No place, unknown, or undetermined",English,Book
uc1.32106020475684,allow,public domain only when viewed in the US,8442313,"1881, 1884-94",University of California,.b15118228,243889741,,,2009236367,Rapport sur les observatoires astronomiques de province,Imprimerie national,bibliographically-derived by automatic processes,8/5/2010 21:30,0,1894,France,French,Serial
uc1.32106007197913,allow,public domain only when viewed in the US,8442315,,University of California,.b16715937,254697981,,,,"Observatories; Collection of reports, 1877-95.",189-?],Google viewability set at VIEW_FULL,11/29/2012 1:02,0,,"No place, unknown, or undetermined",English,Book
uc1.32106016383314,allow,public domain only when viewed in the US,8442318,v.2,University of California,.b15228678,12572437,,,,Dun Echt Observatory publications.,"The Observatory, 1876-1885.",bibliographically-derived by automatic processes,8/5/2010 19:31,0,1876,"No place, unknown, or undetermined",English,Serial
uc1.32106016383322,allow,public domain only when viewed in the US,8442318,v.1,University of California,.b15228678,12572437,,,,Dun Echt Observatory publications.,"The Observatory, 1876-1885.",bibliographically-derived by automatic processes,8/5/2010 20:31,0,1876,"No place, unknown, or undetermined",English,Serial
uc1.32106020475924,allow,public domain only when viewed in the US,8442318,v.3,University of California,.b15228678,12572437,,,,Dun Echt Observatory publications.,"The Observatory, 1876-1885.",bibliographically-derived by automatic processes,8/6/2010 19:31,0,1876,"No place, unknown, or undetermined",English,Serial
uc1.32106020475940,allow,public domain only when viewed in the US,8442325,,University of California,.b16715950,254697995,,,,"Papers, 1856-59.",n.d.],Google viewability set at VIEW_FULL,11/29/2012 1:02,0,,"No place, unknown, or undetermined",English,Book
uc1.32106002366455,allow,public domain only when viewed in the US,8462326,,University of California,.b16338236,254510737,,,,"The solar system, an astronomical unit. A work of deduction based on a fundamental hypothesis.","J.J. Newbegin, 1915, c1911.",Google viewability set at VIEW_FULL,8/1/2011 14:08,0,9999,"No place, unknown, or undetermined",English,Book
uc1.32106002366463,allow,public domain only when viewed in the US,8462327,,University of California,.b15356711,254321745,,,04036257 /SUP1,Corrélations régulières du système planétaire--Corrélations régulières supplémentaires du système planétaire.,"Impr. de l'Université impériale, 1901.",bibliographically-derived by automatic processes,8/21/2010 20:31,0,1901,Russian S.F.S.R. (Discontinued code),French,Book
uc1.32106002366471,allow,public domain only when viewed in the US,8462328,,University of California,.b15356723,30001597,,,,"Correlations regulieres supplementaires du systeme planetaire, par Serge Socolow.","Impr. de l'Universite imperiale, 1901.",bibliographically-derived by automatic processes,8/21/2010 20:32,0,1901,"No place, unknown, or undetermined",French,Book
uc1.32106020740582,allow,public domain only when viewed in the US,8462335,v.1,University of California,.b10305154,13338895,,,,Photometrische Durchmusterung des sudlichen Himmels : enthaltend alle Sterne der B.D. bis zur Grosse 7-5 / ausgefuhrt von A. Tass und L. Terkan.,"Kon. Ung. Astrophysikalisches Observatorium, 1916-.",bibliographically-derived by automatic processes,8/21/2010 20:33,0,1916,"No place, unknown, or undetermined",German,Book
uc1.32106020668148,allow,public domain only when viewed in the US,8462359,v.2-5 1879-82,University of California,.b15233091,12845155,,,,Beobachtungen / angestellt am Astrophysicalischen Observatorium in O Gyalla.,Druck und Verlag von H.W. Schmidt.,bibliographically-derived by automatic processes,8/21/2010 20:32,0,1882,"No place, unknown, or undetermined",German,Serial
uc1.32106020668155,allow,public domain only when viewed in the US,8462359,v.6-10 1883-87,University of California,.b15233091,12845155,,,,Beobachtungen / angestellt am Astrophysicalischen Observatorium in O Gyalla.,Druck und Verlag von H.W. Schmidt.,bibliographically-derived by automatic processes,8/21/2010 20:33,0,1887,"No place, unknown, or undetermined",German,Serial
uc1.32106020668163,allow,public domain only when viewed in the US,8462359,v.11-14 1888-1891,University of California,.b15233091,12845155,,,,Beobachtungen / angestellt am Astrophysicalischen Observatorium in O Gyalla.,Druck und Verlag von H.W. Schmidt.,bibliographically-derived by automatic processes,8/21/2010 20:31,0,1891,"No place, unknown, or undetermined",German,Serial
uc1.32106020668171,allow,public domain only when viewed in the US,8462359,v.15-16 1892-93,University of California,.b15233091,12845155,,,,Beobachtungen / angestellt am Astrophysicalischen Observatorium in O Gyalla.,Druck und Verlag von H.W. Schmidt.,bibliographically-derived by automatic processes,1/22/2011 19:30,0,1893,"No place, unknown, or undetermined",German,Serial
uc1.32106020668635,allow,public domain,8462360,v.7,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,8/21/2010 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020668643,allow,public domain,8462360,v.8:1-2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,8/21/2010 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020668700,allow,public domain,8462360,v.13:1 c.2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,8/21/2010 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020668718,allow,public domain,8462360,v.13:2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,8/21/2010 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020668882,allow,public domain,8462360,v.26:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,8/21/2010 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106007477687,allow,public domain,8462360,v.69:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106009443901,allow,public domain,8462360,v.32:2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106009445062,allow,public domain,8462360,v.82,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106009445070,allow,public domain,8462360,v.61:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106011317127,allow,public domain only when viewed in the US,8462360,v.27 1890 c.2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1890,"No place, unknown, or undetermined",English,Serial
uc1.32106012142409,allow,public domain,8462360,v.15:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106012947344,allow,public domain,8462360,v.78:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106013901274,allow,public domain only when viewed in the US,8462360,v.27 1890,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1890,"No place, unknown, or undetermined",English,Serial
uc1.32106017760551,allow,public domain,8462360,v.53,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020653983,allow,public domain,8462360,v.26:1 c.3,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020653991,allow,public domain,8462360,v.26:2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654007,allow,public domain,8462360,v.27,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654015,allow,public domain,8462360,v.28:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654023,allow,public domain,8462360,v.28:1 c.2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654031,allow,public domain,8462360,v.28:1 c.3,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:33,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654049,allow,public domain,8462360,v.29,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:31,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654056,allow,public domain,8462360,v.30,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654064,allow,public domain,8462360,v.31:1,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654072,allow,public domain,8462360,v.33,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654080,allow,public domain,8462360,v.34,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 19:30,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654098,allow,public domain,8462360,v.34 c.2,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654106,allow,public domain,8462360,v.34 c.3,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654114,allow,public domain,8462360,v.35,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
uc1.32106020654122,allow,public domain,8462360,v.36,University of California,.b15237205,1751837,,1933-866X,2002037689,Annals of the Astronomical Observatory of Harvard College.,"[s.n.], 1856-.",bibliographically-derived by automatic processes,1/22/2011 20:32,0,1855,"No place, unknown, or undetermined",English,Serial
