Volume Identifier,Access,Rights,University of Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title,Imprint,Rights determination reason code,Date of last update,Government Document,Publication Date,Publication Place,Language,Bibliograhic Format
mdp.39015019234551,deny,ic,000047051,no.66-70 1963-1964,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2012-07-06 20:18:33,0,1964,gw ,ger,SE
mdp.39015086799536,allow,pdus,000047051,no.1-3 1895-1898,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:33:08,0,1898,gw ,ger,SE
mdp.39015086799239,allow,pdus,000047051,no.4-7 1900-1904,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:33:57,0,1904,gw ,ger,SE
mdp.39015086799387,allow,pdus,000047051,no.8 1909,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:33:43,0,1909,gw ,ger,SE
mdp.39015086799221,allow,pdus,000047051,no.9-11 1908-1911,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2011-05-26 20:30:18,0,1911,gw ,ger,SE
mdp.39015086799379,allow,pdus,000047051,no.12-13 1914-1916,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:32:49,0,1916,gw ,ger,SE
mdp.39015086799528,deny,ic,000047051,no.21-25 1930,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:33:08,0,1930,gw ,ger,SE
mdp.39015086799213,deny,ic,000047051,no.31-40 1937-1953,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2011-05-27 19:30:09,0,1953,gw ,ger,SE
chi.73240430,allow,pdus,000047051,c.1 no.10 1908,CHI,1725903,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2011-03-11 20:32:13,0,1908,gw ,ger,SE
chi.73240447,allow,pdus,000047051,c.1 no.7-9 1904-09,CHI,1725903,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2011-03-11 20:32:13,0,1909,gw ,ger,SE
chi.73241702,allow,pdus,000047051,c.1 no.4-6 1900-02,CHI,1725903,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2011-03-18 20:30:40,0,1902,gw ,ger,SE
mdp.39015086723189,allow,pd,000050371,v.2 no.17-30 1911-1921,MiU,000050371,40372637,,,07017136//r47,Publications.,1902-,bib,2010-06-28 11:33:41,0,1921,mou,eng,SE
mdp.39015086723171,allow,pd,000050371,v.2 no.1-16 1902-1908,MiU,000050371,40372637,,,07017136//r47,Publications.,1902-,bib,2010-06-28 11:33:55,0,1908,mou,eng,SE
mdp.39015085464975,deny,und,000050371,v.3 no.31,MiU,000050371,40372637,,,07017136//r47,Publications.,1902-,bib,2010-06-28 11:33:52,0,9999,mou,eng,SE
chi.73229691,allow,pd,000050371,c.1 v.1 no.1-16 1902-09,CHI,3026978,40372637,,,07017136//r47,Publications.,1902-,bib,2012-02-14 19:30:02,0,1909,mou,eng,SE
mdp.39015078032821,allow,pdus,000051517,v.1-2 1915-19,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-05-13 16:34:40,0,1919,fr ,fre,SE
mdp.39015078033134,deny,ic,000051517,v.6-8 1923-25,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-06-11 23:30:08,0,1925,fr ,fre,SE
mdp.39015078032987,deny,ic,000051517,v.9 1926,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-06-21 22:30:15,0,1926,fr ,fre,SE
mdp.39015078033126,deny,ic,000051517,v.10-11 1927-28,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-06-30 22:30:20,0,1928,fr ,fre,SE
mdp.39015078032979,deny,ic,000051517,v.12-13 1929-30,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-06-11 23:30:24,0,1930,fr ,fre,SE
mdp.39015078032961,deny,ic,000051517,v.14-15 1931-32,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-02-28 22:30:15,0,1932,fr ,fre,SE
mdp.39015078033100,deny,ic,000051517,v.18-20 1935-37,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2011-06-08 19:30:43,0,1937,fr ,fre,SE
mdp.39015078033092,deny,ic,000051517,v.21 1938,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2013-02-03 19:30:25,0,1938,fr ,fre,SE
mdp.39015078032805,deny,ic,000051517,v.31-34 1948-51,MiU,000051517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-06-11 21:30:20,0,1951,fr ,fre,SE
inu.30000089270304,deny,ic,000051517,v.24 1941,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-17 21:30:03,0,1941,fr ,fre,SE
inu.30000089270320,deny,ic,000051517,v.13-15 1930-1932,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:04,0,1932,fr ,fre,SE
inu.30000089270338,deny,ic,000051517,v.21 1938,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:39,0,1938,fr ,fre,SE
inu.30000089270346,deny,ic,000051517,v.20 1937,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-17 22:30:32,0,1937,fr ,fre,SE
inu.30000089270353,deny,ic,000051517,v.18 1935,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1935,fr ,fre,SE
inu.30000089270361,deny,ic,000051517,v.17 1934,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1934,fr ,fre,SE
inu.30000089270379,deny,ic,000051517,v.16 1933,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-17 22:30:32,0,1933,fr ,fre,SE
inu.30000089270387,deny,ic,000051517,v.25 1942,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1942,fr ,fre,SE
inu.30000089270395,deny,ic,000051517,v.22 1939,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:04,0,1939,fr ,fre,SE
inu.30000089270403,deny,ic,000051517,v.29-30 1946-1947,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:04,0,1947,fr ,fre,SE
inu.30000089270411,deny,ic,000051517,v.31 1948,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1948,fr ,fre,SE
inu.30000089270429,deny,ic,000051517,v.7-9 1924-1926,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1926,fr ,fre,SE
inu.30000089270437,deny,ic,000051517,v.4-6 1921-1923,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:04,0,1923,fr ,fre,SE
inu.30000089270445,allow,pdus,000051517,v.1-3 1915-1920,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-05-13 16:30:23,0,1920,fr ,fre,SE
inu.30000089270452,deny,ic,000051517,v.19 1936,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 21:30:05,0,1936,fr ,fre,SE
inu.30000089270460,deny,ic,000051517,v.10-12 1927-1929,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1929,fr ,fre,SE
inu.30000089440493,deny,ic,000051517,v.32 1949,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:39,0,1949,fr ,fre,SE
inu.30000089932788,deny,ic,000051517,v.26 1943,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1943,fr ,fre,SE
inu.30000089932796,deny,ic,000051517,v.27 1944,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:26,0,1944,fr ,fre,SE
inu.30000089932804,deny,ic,000051517,v.28 1945,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:39,0,1945,fr ,fre,SE
inu.30000089932820,deny,ic,000051517,v.33-34 1950-1951,INU,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2009-11-16 22:30:04,0,1951,fr ,fre,SE
uc1.32106008339829,deny,ic,000051517,v.45 1962,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 20:34:26,0,1962,fr ,fre,SE
uc1.32106012947658,deny,ic,000051517,v.42 1959,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 19:31:28,0,1959,fr ,fre,SE
uc1.32106013206252,deny,ic,000051517,v.38 1955,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 19:31:28,0,1955,fr ,fre,SE
uc1.32106013206260,deny,ic,000051517,v.39 1956,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 20:31:29,0,1956,fr ,fre,SE
uc1.32106013901563,deny,ic,000051517,v.46 1963,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 21:30:52,0,1963,fr ,fre,SE
uc1.32106020473978,deny,ic,000051517,v.40 1957,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 20:34:31,0,1957,fr ,fre,SE
uc1.32106020473986,deny,ic,000051517,v.41 1958,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 21:30:57,0,1958,fr ,fre,SE
uc1.32106020473994,deny,ic,000051517,v.44 1961,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 20:34:31,0,1961,fr ,fre,SE
uc1.32106020474000,deny,ic,000051517,v.49 1966,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 21:30:57,0,1966,fr ,fre,SE
uc1.32106020474018,deny,ic,000051517,v.50 1967,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 20:33:09,0,1967,fr ,fre,SE
uc1.32106020474026,deny,ic,000051517,v.51 1968,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-08-05 20:34:31,0,1968,fr ,fre,SE
chi.73250143,deny,ic,000051517,c.1 v.50 1967,CHI,297487,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-10-28 20:33:38,0,1967,fr ,fre,SE
chi.73250465,deny,ic,000051517,c.1 v.32-33 1949-50,CHI,297487,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-10-28 20:30:16,0,1950,fr ,fre,SE
chi.73250903,allow,pdus,000051517,c.1 v.4-5 1921-22,CHI,297487,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-10-28 19:30:14,0,1922,fr ,fre,SE
chi.73251028,allow,pdus,000051517,c.1 v.1 1915-17,CHI,297487,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-10-28 20:30:16,0,1917,fr ,fre,SE
njp.32101061665004,allow,pdus,000051517,vol. 5 (1922),NJP,1929685,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-11-15 09:49:07,0,1922,fr ,fre,SE
njp.32101061665012,allow,pdus,000051517,vol. 4 (1921),NJP,1929685,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-11-15 09:49:50,0,1921,fr ,fre,SE
njp.32101061665020,allow,pdus,000051517,vol. 3 (1919-1920),NJP,1929685,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-11-15 19:30:54,0,1920,fr ,fre,SE
njp.32101061665038,allow,pdus,000051517,vol. 2 (1917-1919),NJP,1929685,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-11-15 09:49:50,0,1919,fr ,fre,SE
njp.32101061665046,allow,pdus,000051517,vol. 1 (1915-1917),NJP,1929685,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2010-11-15 19:30:54,0,1917,fr ,fre,SE
uc1.32106016817063,deny,ic,000051517,v.43 1960,UC,.b15134325,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2011-01-22 20:33:05,0,1960,fr ,fre,SE
uc1.31822020429254,deny,und,000051517,v.51,UC,.b27216731,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2011-02-11 20:31:11,0,1968,fr ,fre,SE
uc1.31822020429312,deny,und,000051517,v.50,UC,.b27216731,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2011-02-09 20:31:38,0,1968,fr ,fre,SE
uc1.31822020429429,deny,und,000051517,v.49,UC,.b27216731,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bib,2011-02-09 20:32:15,0,1968,fr ,fre,SE
mdp.39015086605410,allow,pd,000051882,,MiU,000051882,11221120,,,07021738//r44,Astronomical papers.,[The University] 1907.,bib,2010-06-28 11:32:43,0,1907,pau,eng,SE
uc1.32106020655905,allow,pd,000051882,v.1:1,UC,.b15230077,11221120,,,07021738//r44,Astronomical papers.,[The University] 1907.,bib,2012-10-27 19:30:55,0,1907,pau,eng,SE
mdp.39015049371845,deny,ic,000052096,no.33 1961,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2013-04-21 19:25:17,0,1961,rur,rus,SE
mdp.39015049393864,deny,ic,000052096,no.34-37 1966-1970,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2007-12-02 09:30:07,0,1970,rur,rus,SE
mdp.39015049393856,deny,ic,000052096,no.38-41 1972-1976,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2008-11-26 21:30:01,0,1976,rur,rus,SE
mdp.39015049371852,deny,ic,000052096,no.42-43 1977-1978,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2007-12-02 09:30:15,0,1978,rur,rus,SE
mdp.39015049393849,deny,ic,000052096,no.44-47 1978-1983,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2007-07-08 09:29:39,0,1983,rur,rus,SE
mdp.39015049393831,deny,ic,000052096,no.48-50 1983-1986,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2012-08-18 19:30:59,0,1986,rur,rus,SE
mdp.39015049363149,deny,ic,000052096,no.52 1989,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2008-10-16 21:30:14,0,1989,rur,rus,SE
mdp.39015073227327,allow,pdus,000052096,no.5 1895,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2009-10-08 22:30:05,0,1895,rur,rus,SE
mdp.39015080163309,allow,pdus,000052096,no.19-23 1909-1911,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2010-06-30 19:30:25,0,1911,rur,rus,SE
mdp.39015080148466,allow,pdus,000052096,no.1 1893,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2010-06-30 19:30:15,0,1893,rur,rus,SE
mdp.39015080148755,allow,pdus,000052096,no.13-14 1903-1904,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2010-06-30 19:30:44,0,1904,rur,rus,SE
mdp.39015080148607,allow,pdus,000052096,no.15-18 1907-1913,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2010-06-30 19:30:44,0,1913,rur,rus,SE
mdp.39015085465360,allow,pdus,000052096,no.24 1875,MiU,000052096,243873400,,,59059133//r62,Trudy.,"Izd-vo Kazanskogo universiteta, 1893-",bib,2010-06-28 11:33:20,0,1875,rur,rus,SE
mdp.39015019252306,deny,ic,000053592,v.32 1952-1956,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:03,0,1956,er ,rus,SE
mdp.39015019252314,deny,ic,000053592,v.33 1955-1961,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 21:30:04,0,1961,er ,rus,SE
mdp.39015019252322,deny,ic,000053592,v.34 1964,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:08,0,1964,er ,rus,SE
mdp.39015056646196,deny,ic,000053592,v.35 1966,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 21:30:05,0,1966,er ,rus,SE
mdp.39015056646006,deny,ic,000053592,v.36 1968,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:04,0,1968,er ,rus,SE
mdp.39015056645974,deny,ic,000053592,v.37 1969,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 21:30:05,0,1969,er ,rus,SE
mdp.39015056645982,deny,ic,000053592,v.38 1970,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:04,0,1970,er ,rus,SE
mdp.39015056645990,deny,ic,000053592,v.39 1971,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:15,0,1971,er ,rus,SE
mdp.39015056646253,deny,ic,000053592,v.40 1973,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:09,0,1973,er ,rus,SE
mdp.39015056646261,deny,ic,000053592,v.41 1973,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 21:30:05,0,1973,er ,rus,SE
mdp.39015056646279,deny,ic,000053592,v.42 1974,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:09,0,1974,er ,rus,SE
mdp.39015056646121,deny,ic,000053592,v.43 1975,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:11,0,1975,er ,rus,SE
mdp.39015056646139,deny,ic,000053592,v.44 1976,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 21:30:05,0,1976,er ,rus,SE
mdp.39015056646295,deny,ic,000053592,v.45 1977,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:11,0,1977,er ,rus,SE
mdp.39015056646303,deny,ic,000053592,v.46 1978,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:09,0,1978,er ,rus,SE
mdp.39015056646311,deny,ic,000053592,v.47 1979,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 21:30:05,0,1979,er ,rus,SE
mdp.39015056646329,deny,ic,000053592,v.48 1981,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:15,0,1981,er ,rus,SE
mdp.39015056646337,deny,ic,000053592,v.49 1982,MiU,000053592,5291171,,,46043925,Publikatsioonid. Publikat͡sii.,Eesti NSV Teaduste Akadeemia. 1817-,bib,2010-02-19 22:30:09,0,1982,er ,rus,SE
